tweet;emotion;Neutral,''- (10/10) gw suka jadi wanita misterius - (100/10) omg lucu banget capa ini - (8/10) ni pasti temen smp - (8,5/10) do you get deja vuu''
''maaciw kak udah ikutan giveaway nya mimin, teruss semangat semoga kamu beruntung yachh, fighting ^lw'';Joy;Sad,''maaf tadi awal liat ketawa. kirain lagi cosplay jadi pocong. pas tau emang emengnya meninggal, jadi sedih. maafkeun ya emeng''
''maaf tadi awal liat ketawa. kirain lagi cosplay jadi pocong. pas tau emang emengnya meninggal, jadi sedih. maafkeun ya emeng'';Sad;Sad,''maaf ya gais aku bodoh''
''maaf ya gais aku bodoh'';Sad;Fear,''maaf ya sy mau ngetik agak ngeri. hukum mati aja pak/bu . semoga ketikan sy tidak salah dan tidak berdampak negatif kpd semua orang. aamiin''
''maaf ya sy mau ngetik agak ngeri. hukum mati aja pak/bu . semoga ketikan sy tidak salah dan tidak berdampak negatif kpd semua orang. aamiin'';Fear;Sad,''maauu, aku udh sebulan sepi banget :(( spes app prem''
''maauu, aku udh sebulan sepi banget :(( spes app prem'';Sad;Neutral,''macam biasa la. cari xtvt''
''macam biasa la. cari xtvt'';Neutral;"Sad,''madam ""sedih"" katanya''"
"''madam ""sedih"" katanya''";Sad;Sad,''mager membaca,malu sendiri''
''mager membaca,malu sendiri'';Sad;Neutral,''mager, seperti biasa''
''mager, seperti biasa'';Neutral;Neutral,''mahfud mengatakan berita hoaks ini banyak tersebar di sejumlah platform. termasuk media sosial yang sebenarnya diharap jadi wadah interaksi warga secara positif''
''mahfud mengatakan berita hoaks ini banyak tersebar di sejumlah platform. termasuk media sosial yang sebenarnya diharap jadi wadah interaksi warga secara positif'';Neutral;Anger,''main pakai first e pon kalah gak dengan kelab bodoh. apa bala la m.u ni''
''main pakai first e pon kalah gak dengan kelab bodoh. apa bala la m.u ni'';Anger;Love,''mak ku ngga suka kalo ak merusak sesuatu , mak ku terkadang lebih sayang ma nct pleasee waktu album universe aja dia nanya nnya mulu kenapa album nya di buang buang''
''mak ku ngga suka kalo ak merusak sesuatu , mak ku terkadang lebih sayang ma nct pleasee waktu album universe aja dia nanya nnya mulu kenapa album nya di buang buang'';Love;Anger,''mak yng darah tinggi andin makk, knp mamak yng marah marah, lanjutkan makk''
''mak yng darah tinggi andin makk, knp mamak yng marah marah, lanjutkan makk'';Anger;Neutral,''makan apaan hampir 30 dolar sekalia¦? kayaknya semahal2nya makan biasa di sana 10 dolar, itu pun bangsa cuman sekali dalam rentang sekian hari kalo lagi jalan ke sana aja, sisanya makan di bawah 5 dolar pun jadi wkwk''
''makan apaan hampir 30 dolar sekalia¦? kayaknya semahal2nya makan biasa di sana 10 dolar, itu pun bangsa cuman sekali dalam rentang sekian hari kalo lagi jalan ke sana aja, sisanya makan di bawah 5 dolar pun jadi wkwk'';Neutral;Joy,''makan enak''
''makan enak'';Joy;Joy,''makan nasi campur pakai gorengan enak''
''makan nasi campur pakai gorengan enak'';Joy;Joy,''makan nasi goreng pagi pagi emang udah paling enak.''
''makan nasi goreng pagi pagi emang udah paling enak.'';Joy;Anger,''makanya anjir gue emosi, kesel banget nontonnyaa''
''makanya anjir gue emosi, kesel banget nontonnyaa'';Anger;Anger,''makanya baca mbak baca. itu disuruh gembira brrti jgn panik. klo panik imun turun. tanya yg ahli, org genbira biar imun bgus apa sebaliknya? Bikin kesel aja''
''makanya baca mbak baca. itu disuruh gembira brrti jgn panik. klo panik imun turun. tanya yg ahli, org genbira biar imun bgus apa sebaliknya? Bikin kesel aja'';Anger;Sad,''makanya bersiap kecewa sama wakilnya sendiri..''
''makanya bersiap kecewa sama wakilnya sendiri..'';Sad;Neutral,''makanya g fanatik sama politisi bro.. hingga sy yg menilai obyektif,dikira benci.. sy rakyat biasa bro,jd politisi atau pendukung politisi yg cuma mentingin pribadi/golongannya saja''
''makanya g fanatik sama politisi bro.. hingga sy yg menilai obyektif,dikira benci.. sy rakyat biasa bro,jd politisi atau pendukung politisi yg cuma mentingin pribadi/golongannya saja'';Neutral;Anger,''makanya gak suka banget kalo udah ikut campur, krn bukan bikin benar dan menenangkan, malah campur campurin makin awur awuran. i lost respect to you since years ago. so shut up''
''makanya gak suka banget kalo udah ikut campur, krn bukan bikin benar dan menenangkan, malah campur campurin makin awur awuran. i lost respect to you since years ago. so shut up'';Anger;"Love,''makanya nonu tiap ngelive pake masker tuh ga rapet suka aku tegur maskerjya sayang rapetinn diamah :""( aah''"
"''makanya nonu tiap ngelive pake masker tuh ga rapet suka aku tegur maskerjya sayang rapetinn diamah :""( aah''";Love;Anger,''makanya orang tuh kok ya aneh banget. suka overthinking gak jelas trus ngajak2 orang lain. jadi heboh sendiri''
''makanya orang tuh kok ya aneh banget. suka overthinking gak jelas trus ngajak2 orang lain. jadi heboh sendiri'';Anger;Anger,''makanya pada ngaji yg bener biar gak bego..''
''makanya pada ngaji yg bener biar gak bego..'';Anger;Sad,''makanya yuyur agak kecewa biasanya mhy pinter bikin baju bozz''
''makanya yuyur agak kecewa biasanya mhy pinter bikin baju bozz'';Sad;"Love,''makanya, kadang kita suka mikir ya ""ini orang kok pd banget ya padahal skill nya ya b aja"" tapi, orang yang pinter and capable di bidangnya, justru rendah hati dan tidak sombong, malahan semangat belajarnya lebih tinggi daripada orang yang biasa aja.''"
"''makanya, kadang kita suka mikir ya ""ini orang kok pd banget ya padahal skill nya ya b aja"" tapi, orang yang pinter and capable di bidangnya, justru rendah hati dan tidak sombong, malahan semangat belajarnya lebih tinggi daripada orang yang biasa aja.''";Love;Joy,''makasi kembali ka, semangat pagi ^o^''
''makasi kembali ka, semangat pagi ^o^'';Joy;Neutral,''makasih banyak ya kamu udah suka & berani bilang kayak gini sm aku.. tapi maaf karena aku kayaknya masih nyaman sendiri, maaf ya. semoga kamu bertemu sama orang yang lebih baik-! aku biasanya gt, kdg lgsg aku block''
''makasih banyak ya kamu udah suka & berani bilang kayak gini sm aku.. tapi maaf karena aku kayaknya masih nyaman sendiri, maaf ya. semoga kamu bertemu sama orang yang lebih baik-! aku biasanya gt, kdg lgsg aku block'';Neutral;Joy,''makasih buat kamu yg selalu ada di saat senang dan sedih.. seneng rasanya ada yg temenin''
''makasih buat kamu yg selalu ada di saat senang dan sedih.. seneng rasanya ada yg temenin'';Joy;Love,''makasih buat kue dan hadiahnya wkwk apalagi meme squidward. suka banget''
''makasih buat kue dan hadiahnya wkwk apalagi meme squidward. suka banget'';Love;Love,''makasih kakak bianca. nama kakak juga cantik. oh! sama sih tapi engga suka yang suka banget gitu, kalo bagus terus genrenya horror ya aku sukaa! kalo aku untuk genre lebih milih thriller! c:''
''makasih kakak bianca. nama kakak juga cantik. oh! sama sih tapi engga suka yang suka banget gitu, kalo bagus terus genrenya horror ya aku sukaa! kalo aku untuk genre lebih milih thriller! c:'';Love;Joy,''makasih masukannya malu dan senang bercampur aduk''
''makasih masukannya malu dan senang bercampur aduk'';Joy;Joy,''makasih nokaav bahagia selalu juga''
''makasih nokaav bahagia selalu juga'';Joy;Sad,''makasih yoongi udah bikin jumpalitan semalam dahal lg sedih, hush sedih pergi hush hush''
''makasih yoongi udah bikin jumpalitan semalam dahal lg sedih, hush sedih pergi hush hush'';Sad;Love,''makasihh banyak udh baca melt into you seneng banget tau kamu suka miy stay healthy and be happy always ya''
''makasihh banyak udh baca melt into you seneng banget tau kamu suka miy stay healthy and be happy always ya'';Love;Joy,''makasii, lu juga semangat yaa''
''makasii, lu juga semangat yaa'';Joy;Joy,''makasii, semangat juga buat hari ini pik!!''
''makasii, semangat juga buat hari ini pik!!'';Joy;Joy,''makasiih.. iya ya ampun kaget bangett''
''makasiih.. iya ya ampun kaget bangett'';Joy;Joy,''make notion enak juga wkwk tau gitu dari dulu make ini app satu''
''make notion enak juga wkwk tau gitu dari dulu make ini app satu'';Joy;Anger,''makikan je. vvip gampang lagi tolol kayak gitu''
''makikan je. vvip gampang lagi tolol kayak gitu'';Anger;,''makin banyak orang tolol asu goblok''
''makin banyak orang tolol asu goblok'';;Anger,''makin benci dan sebel terhadap agama2 terutama sekali agama yg entu, udah bisanya cuma bikin susah orang, ngga ada gunanya lagi..''
''makin benci dan sebel terhadap agama2 terutama sekali agama yg entu, udah bisanya cuma bikin susah orang, ngga ada gunanya lagi..'';Anger;Anger,''makin benci sama jumat. 24 jam termual untuk sebuah perjalanan darat, tasik cirebon tasik. sabtu udah kerja lagi, mantaaaap. badan makin ancur udah ini, tinggal tunggu matinya aja lah.''
''makin benci sama jumat. 24 jam termual untuk sebuah perjalanan darat, tasik cirebon tasik. sabtu udah kerja lagi, mantaaaap. badan makin ancur udah ini, tinggal tunggu matinya aja lah.'';Anger;Fear,''makin dekat 10 februari, rasa campur aduk makin menjadi2.. ada bahagia karna anakku sudah mau 19, sudah makin dewasa.. ada cemas juga, karna alasan yg sama..''
''makin dekat 10 februari, rasa campur aduk makin menjadi2.. ada bahagia karna anakku sudah mau 19, sudah makin dewasa.. ada cemas juga, karna alasan yg sama..'';Fear;Anger,''makin hari makin tai palat haha. awal2 saja tu lai jgn tah mun nda beduit nda ko bguna tu bangsatt haha''
''makin hari makin tai palat haha. awal2 saja tu lai jgn tah mun nda beduit nda ko bguna tu bangsatt haha'';Anger;Anger,''makin jeblok suara pdip di jawa barat ..buat orang sunda semangkin benci ..''
''makin jeblok suara pdip di jawa barat ..buat orang sunda semangkin benci ..'';Anger;Neutral,''makin kesini makin sepi karena udah pada close sama inactive kan sha?''
''makin kesini makin sepi karena udah pada close sama inactive kan sha?'';Neutral;Joy,''makin kesini snowdrop stan makin ngelawak udah gak ada sedih sedihnya''
''makin kesini snowdrop stan makin ngelawak udah gak ada sedih sedihnya'';Joy;Anger,''makin kesini ya makin yaudahlah ya serah deh mau gmna pokonya kalau udh dibuat kcewa ya lepasin ,ga dendam cuma ya udah gtu aja ,jdi cukup tau aja lah ,intinya ga bisa sama orang yg ga bsa nghargaiin orng lain,,''
''makin kesini ya makin yaudahlah ya serah deh mau gmna pokonya kalau udh dibuat kcewa ya lepasin ,ga dendam cuma ya udah gtu aja ,jdi cukup tau aja lah ,intinya ga bisa sama orang yg ga bsa nghargaiin orng lain,,'';Anger;Sad,''makin sedih''
''makin sedih'';Sad;"Love,''makin sering denger discography cix, makin ngerasa kayak ""aduh, gue suka banget cix..""''"
"''makin sering denger discography cix, makin ngerasa kayak ""aduh, gue suka banget cix..""''";Love;Love,''makin suka sama dia abis nonton one spring night gua jadi banyangin kalo di kehidupa asli nya junghaein itu emg seromantis dan sayang bgt sama pasangan dia''
''makin suka sama dia abis nonton one spring night gua jadi banyangin kalo di kehidupa asli nya junghaein itu emg seromantis dan sayang bgt sama pasangan dia'';Love;Fear,''makji aku pengen mam mie ayam, udh bm 2 minggu lalu boleh gk makji? takut ileran ini cacingnya''
''makji aku pengen mam mie ayam, udh bm 2 minggu lalu boleh gk makji? takut ileran ini cacingnya'';Fear;Anger,''maklum mereka sdh pada gila semua .. gila cari untung untuk pindah ibu kota gila cari untung dengan uang pasokan aseng gila cari untung dengan akhir masa jabatan lalu sama sama rampok nkri, bangsat..''
''maklum mereka sdh pada gila semua .. gila cari untung untuk pindah ibu kota gila cari untung dengan uang pasokan aseng gila cari untung dengan akhir masa jabatan lalu sama sama rampok nkri, bangsat..'';Anger;Joy,''maksud ak tp itunya yg gua melaka ga enak bgt bestiee, gatau sih tp kalo yg suka manis2 dan ga suka kopi kayanya bakal suka''
''maksud ak tp itunya yg gua melaka ga enak bgt bestiee, gatau sih tp kalo yg suka manis2 dan ga suka kopi kayanya bakal suka'';Joy;Anger,''maksud loo?? ngajak ribut? matcha enak banget woyy!!''
''maksud loo?? ngajak ribut? matcha enak banget woyy!!'';Anger;Anger,''maksudnya apa ya. orang ke begini sengaja atau memang bego presidennya? anj''
''maksudnya apa ya. orang ke begini sengaja atau memang bego presidennya? anj'';Anger;Neutral,''maksutnya kenapa sedih.''
''maksutnya kenapa sedih.'';Neutral;Neutral,''maksutt? bukannya malah enak kalo ada pc yaa, bisa ku kolek, kalo station brrti gaada album n pc nya?''
''maksutt? bukannya malah enak kalo ada pc yaa, bisa ku kolek, kalo station brrti gaada album n pc nya?'';Neutral;Joy,''malah enak''
''malah enak'';Joy;"Anger,''malah ke kirim yg ini jancuks bau"" bakal marah:)''"
"''malah ke kirim yg ini jancuks bau"" bakal marah:)''";Anger;Neutral,''malah minyak satu harga adanya cuma di awang awang.. kudu produksi sendiri minyaknya..''
''malah minyak satu harga adanya cuma di awang awang.. kudu produksi sendiri minyaknya..'';Neutral;Fear,''malah takut ga si''
''malah takut ga si'';Fear;Anger,''males banget, nge-chat w kalo cuma mau nirun, huh. di sekolah aja lagaknya kayak orang pinter, tapi suka nirun aing''
''males banget, nge-chat w kalo cuma mau nirun, huh. di sekolah aja lagaknya kayak orang pinter, tapi suka nirun aing'';Anger;Anger,''males, bikin emosi''
''males, bikin emosi'';Anger;Anger,''maless org bego dia soalnya''
''maless org bego dia soalnya'';Anger;Neutral,''malioboro tuh yg dicari ya orang jualannya, kalau dipindahin jadi apa dong? jalan biasa doang?''
''malioboro tuh yg dicari ya orang jualannya, kalau dipindahin jadi apa dong? jalan biasa doang?'';Neutral;Fear,''malu''
''malu'';Fear;Fear,''malu''
''malu'';Fear;Fear,''malu ah''
''malu ah'';Fear;Fear,''malu akuu. ga lagi deh komen2 di postingan yg war''
''malu akuu. ga lagi deh komen2 di postingan yg war'';Fear;Anger,''malu anjing line gw ugh jijik dan kesal''
''malu anjing line gw ugh jijik dan kesal'';Anger;"Fear,''malu banget anjirr, tadi ada yg teriak ""misi paket"", gue udah buru2 mau buka pintu, kirain paket gue udah dateng, taunya paketnya untuk rumah sebelah''"
"''malu banget anjirr, tadi ada yg teriak ""misi paket"", gue udah buru2 mau buka pintu, kirain paket gue udah dateng, taunya paketnya untuk rumah sebelah''";Fear;Fear,''malu banget makxskxj mau pcran sama hyomin anjay''
''malu banget makxskxj mau pcran sama hyomin anjay'';Fear;Fear,''malu banget tadi nangis dipergokin nyokap''
''malu banget tadi nangis dipergokin nyokap'';Fear;Fear,''malu bgt kalo inget moment jaman main rp''
''malu bgt kalo inget moment jaman main rp'';Fear;Fear,''malu bgt sendirian, kesannya kek semua orang ngeliatin sambil kasihan gitu aku kesini sendiri. plis lah rangorang kalian selain jaga jarak juga jaga pandangan dan omongan ya, pdku semakin drop''
''malu bgt sendirian, kesannya kek semua orang ngeliatin sambil kasihan gitu aku kesini sendiri. plis lah rangorang kalian selain jaga jarak juga jaga pandangan dan omongan ya, pdku semakin drop'';Fear;Joy,''malu bgtt anjrot hahahahahhaa ngakak''
''malu bgtt anjrot hahahahahhaa ngakak'';Joy;Fear,''malu bingitttsssss''
''malu bingitttsssss'';Fear;Fear,''malu bngt jatuh di parkiran''
''malu bngt jatuh di parkiran'';Fear;Fear,''malu buat bilang haha agak takut jug''
''malu buat bilang haha agak takut jug'';Fear;Fear,''malu dan males''
''malu dan males'';Fear;Neutral,''malu di jalan, sesat bertanya''
''malu di jalan, sesat bertanya'';Neutral;Neutral,''malu dia tuh''
''malu dia tuh'';Neutral;Fear,''malu japp sshh berapa haribulan tu btw''
''malu japp sshh berapa haribulan tu btw'';Fear;Fear,''malu kali''
''malu kali'';Fear;Fear,''malu kali nder''
''malu kali nder'';Fear;Fear,''malu kat fattah amin. berlakon kayu pun dia tak tengok kamera tauu''
''malu kat fattah amin. berlakon kayu pun dia tak tengok kamera tauu'';Fear;Fear,''malu ku bnar bnar malu''
''malu ku bnar bnar malu'';Fear;Fear,''malu malu , takut salah langkah''
''malu malu , takut salah langkah'';Fear;Anger,''malu maluin anjrit sinyal begini, katanya doang kenceng, tae''
''malu maluin anjrit sinyal begini, katanya doang kenceng, tae'';Anger;Fear,''malu minta beliin paket zenius''
''malu minta beliin paket zenius'';Fear;Neutral,''malu mu mahkota yg tidak perlukan singgahsana~~''
''malu mu mahkota yg tidak perlukan singgahsana~~'';Neutral;Fear,''malu nya masih terasa''
''malu nya masih terasa'';Fear;Sad,''malu sama oc sendiri pengen sih kykny juga lebih santuy drpd fandom police tapi gak kesampean, sedihhh''
''malu sama oc sendiri pengen sih kykny juga lebih santuy drpd fandom police tapi gak kesampean, sedihhh'';Sad;Fear,''malu tapi''
''malu tapi'';Fear;Fear,''malu tp gw gak diapain2 mer wkwk udah dibalikin gitu aja, dia tes detak jantung doang kali ya. gw beneran deg2an soalnya tapi ya tetep gak ada yg berubah, cuma emang tau sih kalo dipretelin, tettep takut''
''malu tp gw gak diapain2 mer wkwk udah dibalikin gitu aja, dia tes detak jantung doang kali ya. gw beneran deg2an soalnya tapi ya tetep gak ada yg berubah, cuma emang tau sih kalo dipretelin, tettep takut'';Fear;Fear,''malu typo ya nder saking nsjahss nya''
''malu typo ya nder saking nsjahss nya'';Fear;Fear,''malu woiiiiiiiii''
''malu woiiiiiiiii'';Fear;,''malu. gak fokus.''
''malu. gak fokus.'';;Anger,''malu-maluin punya temen kayak lo, idiot!''
