emotion,tweet
Love,"ah cerita tsana ini mirip pas aku ke day6. aku cuma denger 2 lagu aja dulu, terus lama2 enak, lama2 asik, lama2 kepoin jae, lama2 kepoin doun. gak tau kenapa suka dan jadi fans cinta banget mereka. semua."
Love,"ahh gw suka banget ini film, cuman sedihh ending nya begitu aja, haha mau nya kudu happy ending.. lol"
Love,"ahh kakak suka xiao zhan to ah iya oath of love kapan tayangnyaa, padahal udah lama banget ituu ooo chemistrynya kurang ya kak berarti. wah iya chemistry nya mereka kenceng banget"
Love,"akhir-akhir ini suka banget nontonin asmr, seru aja gitu"
Love,"akhirnya bisa ngeliat bapak anak ini satu projects lagi,, suka banget gulf kanawut"
Love,"aku bener bener suka senyumnya mutsuki. yuki senyumnya hangat, mutsuki senyumnya black prince banget . udah gitu aku suka hubungan mutsuki sama hajime. kalau yuki-kyo sering baku hantam. mutsuki hajime justru berteman"
Love,"aku bener bener suka senyumnya mutsuki. yuki senyumnya hangat, mutsuki senyumnya black prince banget . udah gitu aku suka hubungan mutsuki sama hajime. kalau yuki-kyo sering baku hantam. mutsuki hajime justru berteman"
Love,"aku bukan vampir jadi suka bawang haha iya sih, soto sama kari emang banyak banget yang suka"
Love,"aku cinta dia mak aku suka dia mak yang sedang" saja.."
Love,"aku diajak nikah jaemin karena dia suka sama aku anjir beruntung banget di game ini"
Love,"aku dulu tertarik banget sama benda-benda dilangit. kalau ada pelajaran ipa tentang tata surya pasti selalu semangat. sampai nggak rela kalau jam pelajarannya habis. t __ t oh iya dulu juga aku mau jadi mermaid simply karna aku suka air.."
Love,"aku habis itu wkwk suka banget"
Love,"aku juga gak tau sih yaa, tiba2 aja gitu kepincut buat jadi jennie. aku suka senyumnya, lucu banget!"
Love,"aku kangen tapii kamu bangsat, aku harus kuat."
Love,"aku lagi suka banget sama lagu ini siapa tau masuk juga dikupingmu hehe"
Love,"aku langsung gagal fokus pas liat swatch nya di bibir kamu so, i want to try it too. warnanya aku suka banget. ikutt yukk"
Love,"aku lbh suka pake exfo serum sih, tp jujurly somethinc bikin jatuh cinta bgt sih memang"
Love,"aku marah sama kamu bukan berarti aku galak, tapi aku menegur kesalahan kamu dan ingin kamu berubah lebih baik."
Love,"aku masih mencintaimu, entah karena sayang atau bodoh"
Love,"aku nda suka dispet tp makasi y udah kasih foto ini"
Love,"aku pake charming wanginya tahan lama bahkan klo kringetan, wanginya tambah nempel di baju. klo freshy wanginya bunga banget, aku gk begitu suka bunga jd charming worth to try buat aku"
Love,"aku paling suka oh my ghost banget hshdhdh gemes soalnya"
Love,"aku pernah bilang nggak kalau aku suka banget penggambaran api dan air ini"
Love,"aku rindu kamu :')"
Love,"aku sangat mencintaimu. aku harus melakukan ini, karena aku ngga ingin melihat kebahagiaanmu terhalang oleh ku, semoga kamu bahagia bersamnya.. aku akan tetap menyimpan cintaku terhadapmu, Ily"
Love,"aku sayang dia, rindu dia, inginkan dia…"
Love,"aku sering banget ngeluh soal muka yangg sensitif, suka muncul breakout gak jelas dan dimana-mana, dan aku pengen deh punya muka yg glowing kayak cewek lainnya. kadang juga capek sama muka sendiri karna sering breakout"
Love,"aku sih suka. kayak solar system gitu. huhuhu entah kenapa aku suka banget liatnya."
Love,"aku suka banget kalau dia udah foto sama kamerea ini t_____t"
Love,"aku suka banget kalo kamu foto pake kamera t______t mau nangis ily banget"
Love,"aku suka banget sama hampir semua genre sih. kayanya kecuali metal sama rock :] akhir-akhir ini selera musikku lebih ke calming vibes yang enak didenger sambil mengerjakan apapun. coba dengerin ini deh kak!"
Love,"aku suka banget ya allah:"
Love,"aku suka banget yang oreoo hshsh"
Love,"aku suka begadang, aku suka kopi, aku suka malam. tapi kesukaan terbesarku itu kamu"
Love,"aku suka bgt sama kata kata kamu yg zjjaakmwks i rlly feel lovedd. aku tungguu actionnya ya sayang!!"
Love,"aku suka british accent pas masuk kuping itu keren banget tapi ya itu ngga paham jadi suka bingungan"
Love,"aku suka gambar semua bagian! kecuali satu, sepatu! males banget apa lagi yg ada talinya iihh gaa! ga mauuu"
Love,"aku suka ini kalo ga sampe keras bgt jd masih empuk dan masih beremah milo gt ya ampun udah lama banget"
Love,"aku suka karena puas banget ngetiknya ahaha"
Love,"aku suka loh ama kamu kpn bisa ketemu sayang"
Love,"aku tiap menetap di fandom tuh pasti ada ganti2 kesukaan pas di awal2. urutannya shokudaikiri "
Love,"akuu suka banget"
Love,"alasan kenapa suka banget sama karya2mu kak karna kadang bikin aku salting sendirii. ini ngena banget meskipun aku gapunya ayang kk"
Love,"album sih soalnya suka banget sama deg" annya pas unboxing dan aku tipe anak yang koleksi album"
Love,"alina , kalo ada cowo yg suka sama km tp km ga suka dia. tlg ditolak halus aja jgn diphp in aplg dibuat nyaman trs ditinggalin"
Love,"almarhumah ibuku suka banget nolong orang-orang sampe sekarang tiap aku ketemu salah satu dari mereka aku selalu didoain yang baik-baik"
Love,"and he did! kl lu perhatiin fancam my treasure dia pasti dia seriing bgt senyum dan ketawa2 apalagi sama jeongwoo t^t makanya gue suka bgt my treasure soalnya dia enjoy the stage banget"
Love,"anggap lah apa sahaja, itu semuanya kami tidak peduli, naikkan harga getah, turunkan harga makanan.. usah kata adab, siap kasih sayang kami bagi"
Love,"apakah ini pertanda cintaa? getarannya sangat terasa kawan:) hanya melihat senyumnya saja, sudah bisa menaikkan zat glukosa yang ada di tubuhku"
Love,"art! cara buat rambut kayak di karakter anime itu gimana ya.. kadang suka bingung waktu mau gambar rambutnya karena jadi jelek banget. thank you! Tolong bantuannya, pengen tapi gk bisa"
Love,"asaa i lop yu pul monyetku cakepku, sehat-sehat asaa aku cinta kamu really so sangat-sangatt, bahagia terus asaa"
Love,"asli suka banget sama styling-nya, bagus semua"
Love,"aslii suka banget dulu pas masih sd-smp naik becaknya kakek trus penumpangnya aku ama nenek mau kepasar, atau ga kita muter alun2, astaga kangen"
Love,"atau tiba-tiba sisca kohl buat konten nonton theater jkt48 sendirian check hari ini aku sama adik aku mau menonton show theater jkt48, adik aku suka banget"
Love,"awal stan day6 bingung bgt milih bias karna baru kenal member2nya. terus liat foto day6 pas di jeju, liat jae pake kacamata ganteng bgt langsung jatuh cinta wkwk, terus nonton jaesix, asc, vlive day6 makin kenal dia dan semua member day6 jd makin suka"
Love,"awalnya gua balas story junior berkedok senpai gua kan terus gua tanya bilang bagus gak dia bilang bagus banget dan sekarang gua malah betul2 suka sama nih anime huwaa ngakak terus"
Love,"awalnya iseng iseng doang suka eh malah keterusan jadi sayang wkwk"
Love,"bagus banget buat akuu!! mungkin kalo suka genre drama trus genderband bakal suka fl-nya jg independent, tapi bukan tipe fl yg badass"
Love,"bagus kan? aku suka banget banget"
Love,"baik banget, baiknya juga ke semua orang. mana cakep lagi, wajar banyak yang suka"
Love,"banget :(( mau downsizing dari mulai pc yang least fav tapi suka semua :( sedih karna bingung"
Love,"bangett plss sy suka banget bikin itu"
Love,"bangun tidur, gitaran, no make up, ngegame, doing sport thingy (baseball dll) duh gue suka semua"
Love,"banyak hal hal kecil yg aku lakuin ke kamu, ternyata kamu suka banget!! aku ngelakuin itu semua pure to make u happy"
Love,"banyak kok film barat yang romance, tapi ak suka banget sama film pride & prejudice"
Love,"banyak lagu yang aku suka tapi these days aku suka lagu the 1975 - robbers! kalau lagi mumet gitu rasanya releaving my stress out (even lyricsnya punya arti yang beda (_ "
Love,"bapak pernah ngejek emak karna pesek "emak kamu pesek banget, kamu juga sih, tapi untung agak nurun mancung dari bapak dikit" tapi abis itu bilang emang paling cantik, pa maksud kadang suka usil ke emak, tapi abis itu ngibrit"
Love,"baru liatt aku suka yang kedua! lebih lucu gitu, kalo yang ketiga sama keempat bulet banget(?) modelnya, kalo yg pertama warnanya kurang sih tapi tetap suka modelnya "
Love,"beda banget dah raut muka orang yang suka dikasih jatah ama yang kaga"
Love,"bener si aku setuju banget soalnya aku jg emang se suka itu sama karya exo"
Love,"bener. aku paling suka kalo jamurnya dibakar. cuma dibumbuin garem udah enak banget."
Love,"beneran om, dinda ku tahu aku suka banget gado2."
Love,"beneran ta, ini kakak suka banget nih tema, konsepnya nih"
Love,"beomgyu sekalinya muncul suka bikin nangis soalnya kangen soalnya sweet berat banget"
Love,"berawal dari sahabat eh jadi pacar wkwk, terus suka gimmick saling sayang padahal iseng doang akhirnya jadian"
Love,"beri aku 1 cwo suka kpop, wibu, anak it akan ku sayang sepenuh hati"
Love,"bestiee happy birthday,bahagia terus ya, sehat terus, jangan galau terus, cakep terus, wish u all the best deh. semoga semua yg baik di dunia datang ke lo. love love uuuu"
Love,"betul banget. yang suka perzombian harus banget nonton kingdom sih"
Love,"betul musik nya tradisional jadi kurang dilirik, belum denger aja gimana perfom koto mereka keren parah aaaa iya! suka banget sama chara develop kot"
Love,"betul, aku suka banget spongebob aku mau jadi patrick"
Love,"biar aku, menanti dirimu, melihatmu, ku rasa bahagia, kau sempurna, kaulah cinta sesungguhnya, kasih sayang ku bukan khayalan dalam rindu,"
Love,"bnr bnr seneng dapat hadiah dari doiiii sayanggg doi"
Love,"boleh nder, soalnya gue juga suka dipanggil sayang sama ibu ibu grosir kalo nganterin emak belanja sembako"
Love,"boy william nih gw suka banget liat cara ngomong dia, keliatan pinter tapi gak yang arogan gitu"
Love,"btw roo makasih rekomendasinyaa suka banget sama ini au beneran dah tt aku sampe sakit perut ketawa mulu"
Love,"buat yg suka wangi2 kelapa smooth rileks gitu pasti suka yang vs coco sleep sama coco zen. asli calming banget wanginya, pas dipake agak watery dan hasilnya ngelembabin banget. def my fav, i do repurchase 2 ini ganti2an"
Love,"bucin banget. serius. lucu kalo liat/dengar mereka suka sama orang tuh."
Love,"bukan title track. tapi suka banget sama anymore, soalnya relate"
Love,"cakep, gemoy dan suka julid pas banget jadi abang angkat, makin sayang"
Love,"cantik itu luka suka banget gilaa, satirnya kerasa banget"
Love,"cantik!! lucu banget ponimu, aku suka "
Love,"cape ya pura2 ga suka, pdhl aslinya suka banget"
Love,"cena cenaaa! cena suka pda karena cena suka banget pamerin pacar cena dan cena juga provide untuk gxg rls so no worries yaa cena avail mulai tanggal 15 nihh dan kalau mau bisa langsung hubungi mami cena yaa! see you calon pacar"
Love,"cewe emg suka ngeliat cowo ganteng, tp di hatinya ttp cuma km yg dia sayang."
Love,"cewe kasih barang bagus hanya ke cowok yg dia ada rasa"
Love,"cewek cemburu itu sebenarnya positif. semakin sering cewek cemburu tandanya semakin sayang dia sama lo semakin takut kehilangan lo."
Love,"cewek itu suka berpura-pura dan menutupi semua masalahnya, karena dia gak mau ngerepotin dan bikin khawatir orang yang dia sayang"
Love,"cewek itu suka berpura-pura dan menutupi semua masalahnya, karena dia gak mau ngerepotin dan bikin khawatir orang yang dia sayang."
Love,"cewek kalo udah syg sm seseorang suka kebangetan tulusnya. makanya pas putus *galau sm susah move on-nya itu loh jg suka kebangetan banget."
Love,"changmin suka banget boneka chucky"
Love,"chen suka banget sama lagu machine karena sewaktu rekamannya susah banget jadi ngga terlupakan buat dia"
Love,"chubby baby suka banget sama episode yg ini. suaranya mix wkwk told ya, if i have a brother like earth no need a bf wkwk"
Love,"cinta banget ama kue iniiii sksks"
Love,"cinta kita melukiskan sejarah~ menggelarkan cerita penuh suka cita~"
Love,"cinta mati banget sama yang namanya pizza"
Love,"cintaaaa banget warna pastel begini, makasiih"
Love,"cowok jujur tu cowok yang bilang suka kalo dia suka, bilang sayang kalo dia sayang dan kalo lapar, dia makan!!"
Love,"crush gw jgn malu" buat ngechat gw dah "
Love,"dan gue harap sih ke jadian, si te suka sama ggvk bucin cinta ama dia tapii semuanya terlambat karna ggvk dah pergi biarin dah dia idup dalam penyesalan hidup dalam penyesalan tuh lebih sakit dibanding dikasih karma yg datang cuma sekali"
Love,"dan juga suka kasih something biar kamu bisa seneng kalau pacaran sama aku atau maybe nanti aku jd abang kamu bisaa. untuk avail nya aku hari ini bisa kok kalau tertarik langsung check atau dm ke agensi aku"
Love,"dan kadang sampe harus lapor makan siangnya apa wkwkw soalnya kalo ga makan nasi suka diomelin. padahal aku udah ga muda lagi. forever mommy lil girl ya huhu. i love you mamah sayang"
Love,"dari awal gw termasuk yang menikmati karyanya gofar, walaupun memang bahasanya vulgar dan sebagainya tapi bukankah itu pilihan ? kalau kalian gak suka yaudah, gak perlu nikmati karyanya.. lagian modelan gofar banyak banget kok luaran sana.. love gofar"
Love,"dari becanda-becandaan, jadi suka-sukaan, jadi sayang-sayangan dan sampai akhirnya saling takut kehilangan. :)"
Love,"dari ke 5 varian, aku suka yang jasmine sih. wanginya ga nusuk terus kecium & tahan lama, kaya apa ya wanginya.. mirip teh melati gitu. kalo yang lavender itu soft banget wanginya."
Love,"dari sekian banyak komenan army kenapa si s*tan yang ke notice si . emang bener, seberapa baik manusia tetep ada aja yang ga suka, tapi tae jangan khawatir masih banyak army yang sayang tae. ilysm "
Love,"dari semua fs mfs yg paling gue tunggu pasti khawla karena dia keren banget ga ngerti lagi gue suka banget kalo dia ngobrol ama mark"
Love,"dear cowo : kenapa si kalian suka banget ga gasi kejelasan sama cewe apa kalian itu aslinya lagi deket sama banyak cewe dan ga mau mereka hilang"
Love,"demennnn banget sama energi ini"
Love,"demi apa gue seneng banget temen sirkel sma gue banyak yang suka anime"
Love,"demi apapun ini baguss banget. aku nangis selama baca ini. emang bahasannya agak berat. tapi aku suka banget bacanya. haish jadi pengen baca buku historical fiction yang lainnya :("
Love,"dengan kotak kecil dan hati merah kecil di dalamnya, aku juga ingin menyampaikan penuh suka, terima kasih, atas pertemanan indahmu tanpa pamrih. cc:"
Love,"dengan pengalaman kisah cinta yang kurang beruntung. kadang selalu overthinking setiap ada yang deketin, ujung"nya suka bingung jawab apa dan akhirnya skip. tapi kalau liat konten uwu uwu pasangan nikah muda, suka pengen jugaa"
Love,"denger kamu kecelakaan kaget banget, dan khawatir bagaimana keadaan kamu. aku nggak tau seberapa sakit kamu menghadapi ini semua, tapi percayalah kami selalu ada disampingmu i love you bunny"
Love,"denger lagunya def sunset with you keputer di epicure semarang.. kaget.. dan bangga kwhskshssks ily bestie"
Love,"di tanyain "lagi apa" merasa bosan? dan kurang berfaedah? ya karna yang nanya orang yang tidak disuka. coba orang yang di suka yang nanya, pasti exsited banget, sampe roll depan roll belakang, kayang, dll padahal cuman di tanya "lagi apa" lucu ya."
Love,"dia kayanya suka banget sama ni kaca ya sering banget foto di kaca ini"
Love,"dia tuh anak word of affirmation banget bund kaya aku wkwk maaf ya aku suka cheesy juga"
Love,"diingetin google photos, udah lama banget engga ke lulu bsd ya ternyata. pdahal seru banget makanan2nya si yg dulu gasuka olive+humus, jd suka banget"
Love,"dipikir pikir aku orangnya sok asik nyatanya gak ngasikin kan . sok akrab banget padahal kayak jijik gitu sama aku ya udah gak bisa memaksa buat suka sama aku"
Love,"dk jg kirain cool and calm namja tp bagong bgt ya kak huhu dk ilysm makasih udh suka kasih hiburantt the8 kalem begitu savage abiezt jun haha junn the most random keknya selalu menebar tawa kaya ada aja tingkahnya, joshua seller prakarya"
Love,"done all the rules, thanks for the ga aku ijin ikutan yaa wish nya ada di foto, takut kepanjangan happy birthday cutest maknanya i love you "
Love,"done bismilah makasih giveawaynya kak semoga sehat selalu panjang umur dan banyak rezekinya amin jangan lupa istirahat dan jaga kesehatan ya kak mau jeno ecan jga gapapa kak yang penting di kasih semuanya suka kak"
Love,"dua duanya punya flow yang bagus tapi zuzur aku lebih suka ngerqpnya kanata even aku jatuh cinta juga ke allen"
Love,"dua-duanya, asalkan coklatnya ga manis banget aku suka."
Love,"duhh alus banget masnya pas ngomong "soon guys, soon" heheh suka"
Love,"dulu ak waktu sd cinta monyet-monyetan ada yg suka sm ak, aku jadiin adek kakak. yha maap"
Love,"dulu ketika masih smp suka banget sama lagu ini, karena juga relate ya"
Love,"dulu pas ngekost demen banget ua makan solaria tanpa perlu jadi simpenan omom"
Love,"dulu suka doi tuh bisa dibilang "halah apaan si alesannya receh banget" tapi yang akhirnya bisa jadi sejauh ini as a kpoper pun karena dia juga lub uuuu bapak kapas"
Love,"efek paparan belaka - terbiasa menjadi nyaman larangan untuk berkumpul bersama orang-orang yang ingkar dan suka mengolok-olok."
Love,"eh aku ganti dn, masi kenal gakk? lagi suka banget sama nama panggilan ai sksk"
Love,"eh btw maaf banget ya liana gue spam mentab lo makasih sangmilnyaa suka bangett haa"
Love,"eh ini judul kartunnya apa sih kak kalau boleh tauu? aku suka banget nontonnya"
Love,"eh ini lucu banget, jarang bgt gue suka tiktokers cowo tapi dia lucu, mana kacamataan, rambutnyaa suka banget. kek lucuu"
Love,"eh plis ini lucu banget sedikit termotivasi deh sama cewenya, aku juga anaknya hampir sama, suka banget ambisius sampe lupa waktu"
Love,"elu itu care sm org yg lu sayang, baik itu temen atau pacar. orangnya gasuka yg ribet ribet, tipe org yg soft. kalo dulu gua ngambek atau marah lu malah yg minta maaf duluan wkwk. saran gua kalo elu yg baca ini suka sm confess duluan deh-"
Love,"emang bagus banget dah aku juga suka! seruuuuu bisa liat 3 spiderman di satu film."
Love,"emang salah banget kah? kita pacaran kan juga karna suka dan ada rasa sayang"
Love,"emosinya natural banget, aku suka wkwkwkwkwk"
Love,"enak banget buat aku yang suka klepon trus cinta mati sama eskrim"
Love,"engga. gua malah muak di sana. baru setengah bulan pengen pulang aja rasanya, alias engga nyaman. gua orangnya lebih suka ketenangan. di sana malah bebas ga karuan, ga ngerti situasi banget anak sana."
Love,"enggak kog. emang kecewa aja sama ini drama dah dari awal banyak drama ga taunya ceritanya gak terlalu seger kayak series pendahulunya. gue suka semua castnya, sayang di alur ceritanya aja."
